id,评论,打分,时间
17611080835,很好的质量，完全符合卖家的描述，真的很喜欢，完全超出预期值，发货非常快，包装非常细致严密，物流公司服务态度好，发货速度非常快，很满意购物质量很好，希望更多的朋友能够信任。店主态度很好，我会再来拜访。好卖家好评，发货快，态度好，很满意！很好，很好！网购这么激烈，没想到店内服务这么好，产品质优价廉，热情的卖家下次还会来。我希望下次还有机会和你**。祝你生意兴隆。质量很好，包装也很细致，令我惊讶。下次再见，店主人很好，东东很好，能找到喜欢的宝宝是一件很幸福的事。？？？？？？？？？？？？？？质量很好，和卖家描述完全一致，真的很喜欢，完全超出预期，发货速度很快，包装很仔细很紧，物流公司服务态度很好，发货速度很快。,5,2022-06-10 11:28:55
18158386219,"头盔的作用：防撞、防止树枝树叶击打、防止飞石击打、分流雨水、透气、提速。带有帽檐的头盔能够防晒，在头盔上贴上反光标志还能在夜间骑行时防止误撞。

的确有保护头部的作用，它在发生意外的时候在碰撞物体与头部形成一个缓冲区，能够有效降低外界对头部的伤害，这与摩托车戴头盔道理也是一样。但是这种缓冲作用是有限的，只能把伤害降到最低，不可能保证出事了头部就能免受伤害，所以千万不要忘了安全行车的重要。",5,2022-10-03 20:27:50
17835671049,头盔挺好的，带起来很舒服，防太阳光。,5,2022-07-27 19:07:29
17993043043,"自从用了京东，超市也再也不用去了，京东秒杀
一切电商平台，价格也比实体店便官很多，所有的产品满分。服务满分，售后也满分，物流满分。自从用了京东，其他的购物网站基本不去了，看中的就是京东卖正品，非常好特别说一的很快，上午买下午送到，有问题也及时解决，问我为什么喜欢在京东买东西，因为送货速度快，售后好，然后是包装令人满意，重点是产品真的非常好。京东购物这么久，没有一次失望过，每次评价都是全五分。在京东商城买东西我放心，速度快，服务态度好。京东的电商服务以及速度有口皆碑，实物质量好，价格实惠，包装完美。
一整个购物过程非常满意，体验很好！无论是服务还是产品本身都满意，所以我会推荐朋友们来京东购物的。希望能推出更多优惠。而且京东第
三方平台也非常给力，即使是第三方商家的东西我都很信任因为京东的平台非常可靠，京东后台管理严格，是所有电商平台的榜样。总之很满意",5,2022-08-31 16:18:48
17743054900,说出来你可能不信，我一拿到快递，就看到这个盒子是打开的，然后头上的小蜻蜓还不好安装，一不小心就折断了，只能用热熔胶粘了,5,2022-07-05 22:29:06
18740888154,这个头盔一打开箱子就感受到商家对产品的严格把关，头盔颜值高先不说，里面的一层保护棉非常的紧贴，带上非常的好看更舒服，小细节上也非常到位，能松紧，还有透气孔，头盔也很结实，非常的棒。,5,2023-02-01 21:13:08
12519606008,艾玛呀！这家伙刚安装好，太费劲啦？安装好了体验一下不错不错不错，带着很舒服,5,2019-03-07 18:20:56
17679994175,东西收到了，下次再来评价。,5,2022-06-22 16:02:41
17669265954,内外包装完整，头盔手感比较厚重，内饰比较不错，亚黑均匀，造型美观，大小合适，物美价廉。,5,2022-06-20 19:38:37
18931214813,刚收到快递看包装吓一跳，后打开看货物还是完好，建议在包装方面多注意一点。,4,2023-03-22 20:26:43
11554697151,哈哈??跟我想象一样，很满意，为了安全驾驶，我就选你了，值得拥有。货真价值，建议大家都选它，夜间行驶给你带来很大安全隐患。,5,2018-06-04 20:57:42
12901343133,安全帽已收到，给儿子带的，质量不错，下次还要在买,5,2019-06-17 16:52:56
17414151662,很快到货，很不错的，轻巧实用，，挺不错的。。。一下买了两个，安全方便，透气也不错的。。。。。。。。。外观漂亮设计大气好看，，酷酷的挺不错。。。。。。。。。。。。，，，，。。。。。。。。。。。。。。。。。。。很好的。,5,2022-04-26 13:35:21
18888848458,拿在手里有分量很结实，有3C认证送的透明片和茶片,5,2023-03-12 13:43:38
12546081425,宝贝收到，就镜面没有保护膜，碰花了一快。不有就物流有点慢！,5,2019-03-15 17:12:43
19038790504,货已收到，包装完好，没有破损。帽子戴起来非常舒适，大小可以调节，非常棒。款式也不错，而且还配了两块面罩，可以自行选择，真的不要太好。天冷了再买一顶全盔。,5,2023-04-20 14:13:47
12624256099,此用户未填写评价内容,5,2019-04-07 21:19:58
17685272876,特别满意，转头看路很舒适。,5,2022-06-23 15:54:30
18970133776,收到货品，包装不错，大小也合适，绳结可以调节长度，头围也可以调，配了两块面罩，透明的和茶色的，可以根据实际情况选择，不错，给好评！！,5,2023-03-31 20:25:49
19040379378,不复，很轻巧结实;本来阴天下雨的迹象突然来个大放晴，瞬间感到夏天的炽热。在用的汽盔带有围脖的作用热得要死，马上下单换一个。质量很好。就是有点深，刚到耳朵弄得有点不舒服，但调整一个也就好了,5,2023-04-20 23:27:43
17682315360,什么价钱#，质量杠杠的，拿在手上挺重的，样子还是比较帅的，安全系数高，确实不错，推荐给了朋友，#克拉斯，赞赞赞赞赞赞！,5,2022-06-22 22:56:13
17807123090,头盔很好，很有质感，戴上去很舒服，防护效果很好，还有中国强制性产品认证，3c认证安全保障第一位，还送小风车一个，客服也很有耐心，还送反光贴，再也不怕汽车看不到人了，非常好的一款产品，值得种草！,5,2022-07-21 13:42:45
18674794005,京东的质量一向有保证，这款头盔总体不错，东西非常值，包装很严实。以后还来，可以放心购买。快递发货很快。希望店家多多优惠，及时通知老客户。祝生意兴隆。,5,2023-01-09 23:01:13
12755032386,非常好。戴上去很舒服！值得信赖！,5,2019-05-12 17:47:33
17418238522,帽子还可以，很骚气。全黄的颜色，戴在头上在路上回头率不要太高。前面的墨镜也很拉风，遮阳还能挡柳絮，现在的毛毛太多了。送的小风扇没装，因为有点娘了。,5,2022-04-27 14:33:43
18778694162,为了安全，坚决执行一盔一带，前几天买了一个，质量不错，又买了第二个，这次贵了4块钱，但是加了一个透明的镜片，坏了再换茶色的那块，总的来说一点不贵，推荐。,5,2023-02-12 19:22:03
14200494637,质量差滴不得了，九十八，我就呵呵了，戴了一天，上面滴漆就掉了，你是纸糊滴嘛？,1,2020-05-26 22:50:22
17716983868,"这个头盔真的很棒哦，这个图案是我最喜欢的，质量特别好，大小也合适，超级喜欢。夏天能遮阳，不用怕晒到脸了，后面的设计也很棒哦，质量也好用来防雨防晒都是个不错的选择，爱了！！！骑着电动车很安全，价格合理价格实惠质量好，东西和图片上的一样，喜欢的小伙伴们可以放心购买，在网上选了这个，头盔好看颜值高质量也很好,真心喜欢！一顿午餐的钱就够了,收到后也太可爱了吧",5,2022-06-30 06:32:00
12234759065,此款安全帽非常美观，时尚，后面还有那个安全警示灯，设计的非常好。,5,2018-12-08 20:21:10
12743394144,此用户未填写评价内容,5,2019-05-09 14:21:35
16211027618,不错不知道质量是不是过关，安全重要漂亮也重要,5,2021-08-28 08:46:10
15830193627,头盔到处掉油漆，边缘有裂开，没有夜光标识。找客服，客服说能用就给5元补偿，想着要用，就没退，同意客服的说法，结果一直不给补偿，再联系变成换货，今天准备退货发现购买时用的红包明天就到期了，跟客服商量，客服居然说退婚红包不是他们能控制的，醉了，真不知道销量怎么来的？,5,2021-06-18 22:32:03
18725269310,头盔是买来给儿子上学，坐电动车用的。头盔很酷，目镜的清晰度很好，头盔材质很棒，戴在头上也很舒适。小伙子很喜欢，值得推荐一波。,5,2023-01-27 13:03:52
11826890637,产品质量很好，跟网上的一样，没有差别。发货的时候镜片破了，后来?发一个。,5,2018-08-21 08:19:19
19092866113,"质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，稜全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物店家很讲信誉，而且很不错哦，在这家店买东东，我很满意~",5,2023-05-08 13:28:27
17955058041,非常帅气，而且质量非常好的一款头盔，带上去就是一个帅字，回头率拉满，夏天带着也不闷，非常的透气，颜值也很高，不用犹豫，直接下单，无雷,5,2022-08-24 00:50:48
17932760404,非常好用，颜色漂亮，戴起来舒服，尤其是后面有反光板，灯光照射下可以被发现，起到反光警示作用，前挡风遮雨板非常方便拆卸，物美价廉，经济实惠，活动买的价格美丽，支持京东商城，支持国货精品店，谢谢！,5,2022-08-19 14:31:38
19041555342,与描述相符 非常满意 服务态度非常好外观给我的第一感觉就十分不错，它的曲线条很工整，然后漆面的颜色也很均匀，没有划伤，然后就是头盔里面的那个下巴带子可以调节松紧的，十分喜欢呢。客服回复也挺快的，一次愉快的购物体验。,5,2023-04-21 13:08:22
12073872121,头盔质量很好，买来下雨天刚好可以用。,5,2018-11-02 20:37:02
17920790498,看了下京东电动车帽子排行榜，这款帽子持续排名很高，所以一口气买了三顶，今天收到货真的很满意，做工质量很好，看上去也挺结实的，戴上去也很舒服。,5,2022-08-16 19:49:51
17520011105,疫情期间送货非常快，头盔质感很好，真是一分价钱一分货，还送了小风车！必须的赞一个！,5,2022-05-21 17:17:44
18362970468,头盔比较帅，看起来有赛车手的感觉，但是也没有那么专业，整体比较厚实，安全性应该比较好的，不过缺点是太阳镜效果不算很好。考虑到这个价格还是勉强能接受了。,5,2022-11-10 18:38:51
17663245830,质量不错，看着很高级，用料厚实，还赠送了反光贴纸，卖家客气，服务周到,5,2022-06-19 20:42:49
17920826924,这款电动车帽子在京东排行榜名列前茅，刚好需要，所以一口气买了三顶，今天收到货真的很满意，做工精细、质量优良，而且还挺结实的，很满意。,5,2022-08-16 19:56:07
18725600962,性价比很高，很好用，京东物流就是快，昨天下单，今天早上就到了，售后保障也是有的，非常不错。,5,2023-01-27 15:37:24
14176506248,京东用了这么久，我一般都是懒得评价的。一百块钱买了一个头盔形状的塑料壳。前沿处一整条的油灰脏污也就算了，还有断裂口子我是没想到的。这算什么？挣政策钱？,1,2020-05-20 21:25:02
18115166672,之前的头盔是买电动车送的，聊胜于无。这款头盔很好，有质感。外观设计符合人体工程学，盔体多处有气孔，久戴不闷热，很人性化。还有后面的反光灯条，夜间骑行更安全。,5,2022-09-25 10:08:30
15845425187,头盔我选的颜色看来没错，而且前面那个透明的面罩挡风沙效果应该会非常好，我敲击了一下帽子感觉质量也不错，反正也带有合格证。,5,2021-06-21 14:36:53
17743970460,"酒花香气：一如既往的好喝，香气浓郁，清爽宜人
口感醇厚：经典青岛啤酒的味道多少年都没变，还是那样的醇正。
麦芽浓度：麦芽浓度高，香喷喷的烤小麦的香味。
品质：品质非常好，就不用说别的，青岛啤酒的易拉罐厚度都要比其他啤酒罐厚实。捏扁以后，边的位置都不会破损。从这么一个小细节就能看出来这款啤酒的质量和诚意。",5,2022-07-06 09:24:18
18446329122,安全帽带着比较舒服。能有效减轻外力对头部的伤害，外壳材质也比较硬。安全帽带着比较舒服。能有效减轻外力对头部的伤害，外壳材质也比较硬。,5,2022-11-27 09:58:35
17320615628,"1、质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。?
2、收到货，第一时间拆包装，感觉质量还是比较好的，与卖家描述的还是一致的，非常满意，发货速度比较快，物流公司服务态度很好，运送速度很快，总的来说这次是很满意的一次购物，感谢卖家。
3、宝贝收到了，卖家发货很快，物流也非常给力,客服服务态度极好，很有耐心、给人一种亲切感，好喜欢。还有包装精美，高端大气上档次;看得出来商家很用心。宝贝真心不错，与图片相符，没有任何差异，真的是物超所值。
4、我觉得挺好的，买的时候看见评论里都说好就买了，看到发货的时候挺激动的，到了之后，满怀期待一激动得从快递员那里拿回了寝室，试一下，结果挺不错啊！而且客服小姐姐也特别的好，很有礼貌，客服小姐姐也是秒回我的疑问呢，嘻嘻，下次还会回购哒。",5,2022-04-01 17:43:18
11500227328,质量真的很差，实在很差呀，啊,5,2018-05-19 21:18:07
19094607020,真是理想中的物品，骑车上路安全上也有保障了很满意同时也能保护自己带着去上班不会影响视线可以调节本人非常喜欢！时尚舒适，符合年轻人的审美性价比很高拿到手看得满意佩戴合适挺舒服凉快，大小也合适。头盔收到了，打开看了一下，很满意，比我前几次买的好多了，最主要的是头围可以调节大小，这样带起来就不会摇摇晃晃的，质量也很好带起来不是很重，很喜欢，打算再买一个,5,2023-05-08 23:56:59
16720295872,质量差劲到了极致，客服服务也差劲到了极致，处理不了问题直接把顾客拉黑，不能发消息，头盔出了问题，客服直接让找根绳子系着用，买了你家东西，倒霉透顶,1,2021-11-25 14:31:20
17729427957,帽子收到真是太漂亮了，质量真心太好了，带起来太帅了是我喜欢的款式。,5,2022-07-02 21:57:47
18148364083,头盔质量很好，做工精细，戴着舒服，很满意。头盔收到了，质量很好，做工精细头盔已经收到了，质量很好，做工精细，款式时尚，感觉自己头大戴着有点小。,5,2022-10-01 21:02:58
19052892534,高颜值，哑光，质量很好，很愉快的一次购物，推荐,5,2023-04-24 19:10:32
18056225529,非常好用，颜色漂亮，性价比高。反光设计。通风效果还不错哦。既然花钱买了就买个好点的。,5,2022-09-13 12:38:37
17850594978,1、服务好！礼品还真是漂亮，超值！但，有一颗小珠有些瑕疵，这是难免的。尺寸比想象中的要小。总体还不错！2、东西收到，很满意！！京东平台真的是超级好的卖家，解答疑问不厌其烦，细致认真，关键是东西好，而且货物发得超快，包装仔细，值得信赖！3、做工较细致款式，上身比较修身，发货速度快，是物有所值的一件衣衣谢谢。很好的卖家。谢谢喽。我的同事们都很喜欢呢。下次再来哦！4、货物还算可以，样式不错，很合身，只是一些细节上还很一般，没有想像中那么好。老客户了啊，希望以后有更多好东东。5、买了很多东西都非常满意，很好的卖家我会常来的，~卡可以升到顶级了吧不错，面料很薄，春夏交替季节穿合适。,5,2022-07-30 21:07:02
18355809975,戴着还可以，质量也对得起价格，只是这几个字母好像有点刻意的跟某个高端品牌的头盔相似，哈哈哈哈哈哈，给个好评吧，上下班骑电瓶车戴的,5,2022-11-09 11:24:27
18300977336,头盔质量不错，3C认证， 外壳强度还行，四季通用，外观漂亮，戴起来舒适 ，挡风板拆卸方便，京东平台，购买方便，价格实惠，体验不错。,5,2022-10-29 22:44:11
18181573245,实物与描述的一样，质量相当好，卖家态度也好，有问必答，发货速度杠杠的，值得购买，头上有通风口，夏季戴的话还可以凉快一些，感觉不错挺实惠。,5,2022-10-08 10:21:44
18185071753,给孩子爸爸买的头盔！材质轻便结实，用的碳纤维材料，出汗多也不怕，很容易清洁！头顶自带通风口就很透气，外加后脑勺位置有反光标志，晚上开车都很安全哟！笔芯?,5,2022-10-08 22:25:29
18216185042,非常好用，颜色漂亮，戴起来舒服，尤其是后面有反光板，灯光照射下可以被发现，起到反光警示作用，前挡风遮雨板非常方便拆卸，物美价廉，经济实惠，活动买的价格美丽，支持京东商城，支持国货精品店，谢谢!,5,2022-10-15 19:39:03
18052108124,此款头盔整体体验很不错，我买的是带有3C标志，从重量上说够沉，刚开始有些不适应，戴久了就习惯了，而且有反光片，夜晚行车更安全，推荐一下吧。,5,2022-09-12 15:24:23
19090683282,"Andes HELMET骑行头盔值爆了! 超级好用的电动车头盔,带上后不会感觉压头,而且固定扣的大小可以自己调节,固定好之后真的很方便,日常汽车的时候带上也很漂亮,外观简单又大气,手感也好,质量也有保障,真的太好了。",5,2023-05-07 17:47:30
19040612653,京东上搜了好久，感觉这个综合来说很不错，给儿子买的，他也喜欢，就下单了。没想到收到货后还是被惊艳了。首先外观很好看，做工很精致，拿在手里沉甸甸的，内衬防护也不错,5,2023-04-21 06:48:56
17386158471,"用了一段时间，来做一个评价吧，优点：1）款式好看，后面还有反光哪些。2）有通风口，相对来说不会那么闷。3）前面有面罩，可以档阳光。

缺点：1）感觉比较重 2）头盔和垫层中间没有泡沫垫，安全性还是有些欠缺 。

总之，还是物廉价美的。",5,2022-04-19 16:51:56
17945908186,头盔不错，有CCC认证，比我想象中要结实，很厚实。内衬非常舒适，头盔给人满满的安全感，如果只为应付交警重了些，如果为了安全，买他没错，我感觉戴上挨几棒子都没事。,5,2022-08-22 11:12:21
18950376889,三天到货了，国家下达电动车行驶新规后，必须佩戴头盔，从网上看到的这一款头盔后，发现评价不错，销量很高，直接下单了两个，还附赠了防眩光镜片，今天收到货后，很满意,5,2023-03-27 19:25:42
19015950193,帽子外形很靓丽，外形很漂亮，今天戴上之后同事看到还问那个牌子，赶紧把订单给他看，这次一次进了两顶，给自己和闺蜜订了两顶女士的，夏天防晒也很好！,5,2023-04-12 16:28:56
11317206712,物流给力！卖家也很礼貌。,5,2018-03-17 10:57:15
15669122377,发货和物流很快，包装很好，头盔非常轻便，大小合适，颜色鲜艳，非常漂亮，车锁很结实，头巾面料很舒服，透气性好，图案很好看。造型漂亮，轻便又结实。还送了手套、头巾和头盔背袋等，真是非常惊喜！,5,2021-05-13 21:21:40
19008041103,两个护目镜，一个黑色一个透明的，试了一下安装简单，,5,2023-04-10 10:54:00
11038937631,头盔已经收到，怎么掉了两块漆呢！,5,2017-12-04 07:37:47
15796235780,"满意的一次购物
商品打包的很严实，挡风镜单独做了包装，安装也很方便
打开外观看着很漂亮，银灰色也是我很喜欢的颜色
材质感觉还不错，很有质感，内衬结实，做工细节都很棒
试戴了一下，真正好，视线清晰，头部尺寸大小都挺合适",5,2021-06-12 11:26:38
11317207405,此用户未填写评价内容,5,2018-03-17 10:57:27
19072051469,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物物流超级超级快！质量也非常不错，的确物有所值！,5,2023-05-01 06:36:28
17404938669,头盔样式十分酷炫，带上这个头盔，秒变整条街最靓的仔。后面一群人追着我，想看我的头盔样式，我告诉他们，这么好看的头盔，得看戴在谁头上，不是随便一个人都能戴好看的。,5,2022-04-24 08:56:56
17706341737,物流还可以，外包装完好，物品看起来还不错,5,2022-06-27 20:29:59
18898349507,质量很厚实，内衬质量很好，不咯头,5,2023-03-14 18:08:57
17800937656,第一次购买咱家的安全帽，颜值特别高，带着出去特别拉风，挺厚实的，四季可以常带，但是夏天稍微会热点，不过不影响整体效果，还是推荐大家的,5,2022-07-19 22:50:10
18179638273,感觉还不错与~上这个价格的相比要好些唯一瑕疵的是前面的墨镜有点损坏可能是运输损伤,4,2022-10-07 21:55:33
17616864714,比我预想中的要好啊，之前看了评论有的评价不好，但是买来发现这个价格的头盔物超所值了。还送了小礼品。头盔很厚实，比我之前买的30的头盔好太多了很好,5,2022-06-11 14:15:28
18038468881,"收到货，第一时间拆包装，质量非常好，与卖家描述一致，完全超出我的期望值，包装很仔细、严实，总的来说这次是很满意的一次购物，感谢卖家。

②正品，质量好，价格低，性比价高，物美价廉，物有所值，朋友看了都说好。客服服务热情都到。物流很给力

③包装很好，快递给力，卖家很有信誉，发货速度也很快。价格更是比别家的实惠多了

④质量非常好，与卖家描述的完全一致，完全超出期望值，包装非常仔细，很满意的一次购物

⑤刚收到货有点不懂得该怎么使用，咨询了一下客服，没想到客服的人超好，介绍得超仔细的

⑥到货很迅速，质量也不错，好店铺，推荐了~还在观望的朋友们可以毫不犹豫的下手啦！

⑦六星好评，多一星不怕你骄傲，还在犹豫的朋友赶紧下手，良心推荐，真的很不错，性价比也很高，以后还在这家买。总之：满意！满意！满意！

⑧真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物呢~~~",5,2022-09-09 11:52:54
18769280075,货真价实，这款安全帽实实在在的质量好。,5,2023-02-10 12:39:58
17916608150,商品和介绍的一样，我喜欢的颜色有点磨砂，拿在手里重量正好，护目镜?不错，后面的提示灯应该是个亮点，做工挺细致的，点赞?,5,2022-08-15 18:14:46
18211671841,款式精致美观大方，很厚实但不会很重，质量很好，挺满意的一次网购。,5,2022-10-14 21:33:31
17909061601,真的很不错很喜欢,5,2022-08-14 00:25:03
19097178799,这个价格还是很好接受的   前面的板有两对可以替换。开始用的时候超清。看起来很舒服  做工也是很精致吧  没什么大味道。。。。。,5,2023-05-09 21:07:31
19084439944,还是带上头盔比较安全 警察叔叔也经常查 一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，物有所值啊，果断好评！,5,2023-05-05 15:15:07
19023607514,头盔非常的不错，非常满意，就是有点重，可能是头盔比较厚的原因，戴久了脖子会有点累，但总的是体验非常好的！头盔非常的不错，非常满意，就是有点重，可能是头盔比较厚的原因，戴久了脖子会有点累，但总的是体验非常好的！,5,2023-04-15 10:46:12
19086989080,非常不错的头盔，设计精美，质量很不错，戴在头上也很舒服，不会有压迫感，对头部的保护很到位，整体看上去也很美观，满意的购物体验。,5,2023-05-06 12:53:23
15845413736,头盔带有合格证，颜色也很漂亮，前面的透明面罩能够挡住风沙。,5,2021-06-21 14:35:26
17640378150,头盔还行，很轻快，带着不会脖子难受，颈带的做工也还可以，收放都自如。遮阳镜要自己安装，看的也很清楚，头盔前面有通风孔，可以开关透气,5,2022-06-16 00:08:02
17697963192,非常好用，颜色漂亮，戴起来舒服，尤其是后面有反光板，灯光照射下可以被发现，起到反光警示作用，前挡风遮雨板非常方便拆卸，物美价廉，经济实惠，活动买的价格美丽。支持京东商城，支持国货精品店。,5,2022-06-26 06:15:38
17697702754,非常好用，颜色漂亮，戴起来舒服，尤其是后面有反光板，灯光照射下可以被发现，起到反光警示作用，前挡风遮雨板非常方便拆卸，物美价廉，经济实惠，活动买的价格美丽。支持京东商城，支持国货精品店。,5,2022-06-26 01:01:41
17713196191,买了黑色的，物美价廉，物超所值。和图片完全一样。尾部有亮灯显示，质量很好，款式也很好看。物流的速度也还可以，还是值得推荐的。,5,2022-06-29 11:02:09
18909194903,头盔针不戳，春天戴正合适，戴着刚刚好,5,2023-03-17 19:00:28
16328671191,适合我真的不知道你们的产品这么好！比我想象的还要好！明天骑车去了&hellip;为自己庆祝一下八月十五.???下回再次光顾！,5,2021-09-19 14:29:41
17472311710,给家里人买的头盔，磨砂质感的，而且外观看起来也很酷，大小尺寸可以调剂头大头小都可以戴，而且内部也很柔软带起来很舒服，平时骑车戴也保障了安全，推荐推荐物超所值,5,2022-05-10 14:27:17
18999980428,插扣很松，骑车戴头上，绳子会自己松开,1,2023-04-08 12:20:56
17467956802,发货速度很快，包装精美，快递小哥很给力！还送了好多小礼物，太喜欢了，颜色好看，大小刚刚好，紧松自由调节！赞一个，值得购买！,5,2022-05-09 15:08:38
19094731659,质量很好，颜色我也很喜欢，是我想要的，喜欢的抓紧下单吧,5,2023-05-09 04:47:30
19097114364,商品收到了，看着颜色非常喜欢，然后质量非常好，建议入手，很完美的商品。,5,2023-05-09 20:46:27
17945939072,头盔收到了，质量很好，尺寸大小合适，外观好看，很轻便，一点都不重，一年四季都可以用，可拆卸很方便。价位合适，值得购买。,5,2022-08-22 11:19:17
18849110968,东西收到，很满意！！京东平台真的是超级好的卖家，解答疑问不厌其烦，细致认真，关键是东西好，而且货物发得超快，包装仔细，值得信赖！,5,2023-03-03 21:39:51
17513421269,头盔很帅气，买的3C认证款，质量有保障，戴上挺舒服！价格实惠！黑色镜夏天遮挡阳光，也可以单独再买个白色透明镜替换！很满意！,5,2022-05-19 23:19:01
17506484048,点赞好评，头盔很有质感，表面磨砂的，也不容易刮花，系**拉也很顺畅，护目镜防强光的，看太阳也不刺眼，值得拥有的一款头盔。,5,2022-05-18 12:07:41
18254397969,"非常好用，颜色漂亮，戴起来舒服，尤其是后面有反光板，灯光照射下可以被发现，起到反光警示作用，前挡风;遮兩板非常方便拆卸，物美价
廉，经济实惠，活动买的价格美丽，支持京东商城，支持国货精品店，谢谢！",5,2022-10-21 17:02:49
17911691598,宝贝已收到?，超级喜欢，颜值高又实用，超级喜欢！???宝贝确实很棒，个人非常喜欢，朋友也说好来着，推荐购买这家店还好吧。来买过几次了，服务老客户非常周到，以后还常来！一打开，看到包装，太可爱了，超级喜欢！东西也喜欢,5,2022-08-14 16:22:18
18876292836,此用户未填写评价内容,5,2023-03-09 14:04:31
17491743371,头盔不错，值得购买,5,2022-05-14 20:25:16
18810035374,东西按计划到手了，跟预想的应该差不多，就这个价格你想要这个东西非常好，是很困难的，应该说模具做的只是一般般，把这个护目镜按上去有点困难，模具有瑕疵。有些地方有毛刺，必须要自己处理一下。,5,2023-02-20 19:38:00
16011101658,电动车头盔(半覆式)收到了，该头盔外观好看，设计科学，材质好，质量好。此头盔具有夏天清凉、防晒镜片、轻量化盔体、可调节头围等特点，戴着舒适，背后还有反光标识，夜晚行车更放心，可以安全使用。产品包装完好，宝贝价廉物美，好用不贵，值得购买。商家发货很迅速，服务态度好，顺丰快递真快，是一次满意的购物！,5,2021-07-20 10:02:23
18119065283,用了差不多两个月才来评价，帽子质量很好，价格很实惠的！有喜欢的朋友放心下单！不是那些地摊货能比的,5,2022-09-25 23:36:12
16339364334,头盔到货挺快的，发的丰网快递，从广东佛山发货的，昨天上午拍下，今天上午就到了。头盔戴着挺好的，又是我最喜欢的粉色，防晒又淋不到雨。就是这大热天戴着好热啊，戴了一会就流汗了。没有办法交警天天都在抓车，必须要戴头盔才可以。这都是为了我们自身的安全着想，所以我们还是乖乖的遵守交通安全规则吧。,5,2021-09-21 11:53:35
18709671813,货刚刚收到，质量很好，拿在手里沉甸甸的，几十块钱的价格买到这种质量的头盔，也算挺好的了，主要还是3C认证的，就是买的安全，不是吗?,5,2023-01-19 06:05:48
17697311999,总体还可以，用了一两天发现点问题，一是，第一天的时候头盔顶部轻轻摩擦了哈就露白，太阳镜宜划伤，二是，太阳镜正前面的凹槽设计有待改善，如果把太阳镜全拉下来，凹槽边缘线非常影响视线，个人觉得凹槽弧度小一些或者不要凹槽会好些。,5,2022-06-25 22:40:06
17922637423,自己买了这款3c头盔，安全有保障了，戴上觉得非常不错强，又推荐给了同事，收货后他也很满意，安全系很高，质量很好，镜片很清晰，这个颜色很好看，很喜欢，质量还是挺强硬的，戴起来很炫，用了质量很不错防护效果很好,5,2022-08-17 10:23:05
18976333698,头盔很好，很结实，款式非常好看，很有安全感，非常好。,5,2023-04-02 00:19:38
17570210211,包裹很严实，头盔很漂亮，塑质的，但是感觉很结实。安装遮阳镜面有点需要技巧，对准松紧扣压紧，然后再松开松紧扣，其实也挺简单的，效果不错，挺满意的。有点不平整的小瑕疵，不影响使用，好评。,5,2022-06-02 09:32:10
18287245538,我真的非常喜欢它，非常支持它，质量非常好，和卖家描述的一模一样，我非常满意。我真的很喜欢它，它完全超出了预期的价值，交货速度非常快，包装非常仔细和紧凑，物流公司有一个良好的服务态度，交货速度非常快，我非常满意购物,5,2022-10-27 09:05:24
15728122871,新**的交通法规，骑电频车必须带头盔。为出行方便，赶紧在京东网浏览，看到这家的这款头盔销量大、客户评价也不错，就下单买了一个。货已收到，实物还蛮好看的，试戴一下感觉也不错，很满意！,5,2021-05-28 10:49:28
17626840237,这款安全头盔很不错，外观造型很漂亮也很有型，头顶还有两个进风口，夏天带着也不用担心捂热了。大小也正合适，我头围56，到这个正好，大小也可以调节。不错不错不错！,5,2022-06-13 12:19:18
17497905966,发货快，包装完好无损，宝贝与描述相符，价格合理，做过好，使用方便,5,2022-05-16 12:05:08
19045161248,做工是非常的差劲，真的是绝了，要不是急着用绝对退了，严重质疑3C标准有没有达到，准备买的还是要换个品牌吧,5,2023-04-22 17:19:32
18071119222,大小合适，也很漂亮，光滑无磕碰无划痕，内衬舒适，快递也很给力，非常好！,5,2022-09-16 17:47:04
18804646014,价格很实惠，性价比很高，算是平价好物，戴着好看轻松，有较好的防护功能!,5,2023-02-19 15:28:46
17674585962,很满意，设计很贴心，内衬可以拆卸，还可以自由调节，头盔戴上感觉很轻，骑行没有束缚感，顶部设有两个透气孔，空气可以进入盔内，循环散热清凉透气，关键还是3C认证，戴着安全放心！,5,2022-06-21 17:17:06
18139246933,头盔质量不错，选的粉色实物颜色更漂亮，光泽度很好，没有异味，材质比较放心，里面很柔软，戴上很舒适，围脖加绒，毛毛很暖和，也可以拆下来，比较方便，这样冬天骑车再也不怕冷了，价格也比实体店实惠，真是买的很值。,5,2022-09-29 20:57:32
18782221472,感觉款式还是可以的，护目镜有两款，一款是透明的，一款是防紫外的吧！而且还有品牌标签。手感不是很轻的那种。质量方面等使用后再来追评吧。,5,2023-02-13 19:17:49
